best_reference_arm,category,chosen_arm,context,domain,effect_vs_gated,effect_vs_noalign,effect_vs_safe,experiment,gated,gated_interaction,gated_interaction_normalized,noalign,normalized_effect_vs_noalign,online_gain_vs_reference_noalign,online_regret_to_better_reference_arm,online_total_team_mean_payoff,payoff_prompt,reference_selection_regret,regret_to_better_fixed_arm,route_match,route_original,route_swapped,safe_interaction,safe_interaction_normalized,seed,selection_correct,temporal_replay_drift_gated,temporal_replay_drift_noalign
,anti,,p3_m08,,0.6799999999999999,-0.07666666666666622,-0.09666666666666668,p0,0.7766666666666666,,,1.5333333333333328,-0.030666666666666488,,,,1.4566666666666666,,0.07666666666666622,,,,,,109,,0.3266666666666666,0.05333333333333301
,anti,,p3_m08,,0.8166666666666665,-0.15999999999999992,-0.13333333333333308,p0,0.5833333333333334,,,1.5599999999999998,-0.06399999999999997,,,,1.4,,0.15999999999999992,,,,,,110,,0.08333333333333337,0.030000000000000027
,anti,,p3_m08,,0.9166666666666666,0.07000000000000028,0.08333333333333348,p0,0.7166666666666667,,,1.563333333333333,0.028000000000000115,,,,1.6333333333333333,,-0.07000000000000028,,,,,,111,,-0.033333333333333326,0.050000000000000044
,coord_or_boundary,,p3_m01,,,,,p1,,-0.13666666666666671,-0.03904761904761906,,,,,,,,,True,Gated,Gated,-0.06333333333333391,-0.018095238095238258,102,,,
,coord_or_boundary,,p3_m01,,,,,p1,,-0.18999999999999928,-0.05428571428571408,,,,,,,,,True,Gated,Gated,-0.27666666666666506,-0.07904761904761859,103,,,
,coord_or_boundary,,p3_m01,,,,,p1,,0.1399999999999999,0.03999999999999997,,,,,,,,,True,Gated,Gated,-0.22999999999999954,-0.06571428571428559,104,,,
,coord_or_boundary,,p3_m01,,,,,p1,,-0.39000000000000057,-0.11142857142857159,,,,,,,,,True,Gated,Gated,-0.07999999999999963,-0.02285714285714275,105,,,
,coord_or_boundary,,p3_m01,,,,,p1,,-0.8066666666666666,-0.23047619047619047,,,,,,,,,True,Gated,Gated,-0.7033333333333336,-0.20095238095238102,106,,,
,coord_or_boundary,,p3_m01,,,,,p1,,-0.38000000000000034,-0.10857142857142867,,,,,,,,,True,Gated,Gated,-0.33999999999999986,-0.0971428571428571,107,,,
,coord_or_boundary,,p3_m01,,,,,p1,,-0.0700000000000005,-0.020000000000000146,,,,,,,,,True,Gated,Gated,0.2199999999999993,0.06285714285714265,108,,,
,coord_or_boundary,,p3_m01,,,,,p1,,-0.45999999999999996,-0.13142857142857142,,,,,,,,,True,Gated,Gated,-0.27000000000000024,-0.07714285714285721,109,,,
,coord_or_boundary,,p3_m01,,,,,p1,,-0.5333333333333341,-0.1523809523809526,,,,,,,,,True,Gated,Gated,-0.3300000000000005,-0.09428571428571443,110,,,
,coord_or_boundary,,p3_m01,,,,,p1,,-0.7866666666666682,-0.2247619047619052,,,,,,,,,True,Gated,Gated,-0.38333333333333375,-0.10952380952380965,111,,,
,coord_or_boundary,,p3_m02,,,,,p1,,1.0966666666666665,0.3133333333333333,,,,,,,,,True,Gated,Gated,0.46666666666666634,0.13333333333333325,102,,,
